0.534992, -1.8243, 0.527743
0.529465, -1.81607, 0.533708
0.524051, -1.80444, 0.578443
0.518747, -1.79507, 0.591243
0.513549, -1.78168, 0.639715
0.508454, -1.76947, 0.695712
0.503459, -1.75691, 0.687794
0.498561, -1.74307, 0.69042
0.493758, -1.72568, 0.785346
0.489047, -1.70791, 0.828131
0.484424, -1.69511, 0.841713
0.479888, -1.67264, 0.938541
0.475436, -1.6609, 0.916003
0.471066, -1.63848, 1.10199
0.466776, -1.61583, 1.13912
0.462563, -1.59624, 1.1414
0.458425, -1.57108, 1.2911
0.454361, -1.54609, 1.37643
0.450368, -1.5276, 1.45176
0.446445, -1.49617, 1.47831
0.44259, -1.45368, 1.5225
0.4388, -1.41837, 1.71002
0.435075, -1.36839, 1.88766
0.431413, -1.34502, 1.8674
0.427812, -1.3241, 1.64968
0.42427, -1.27735, 1.57417
0.420786, -1.25003, 1.4443
0.41736, -1.21869, 1.17954
0.413988, -1.18865, 1.12323
0.410671, -1.17574, 1.1488
0.407406, -1.15189, 1.05503
0.404193, -1.13586, 0.976024
0.401031, -1.11484, 0.969693
0.397917, -1.10359, 0.902426
0.394851, -1.08206, 0.789668
0.391832, -1.06072, 0.755669
0.388859, -1.05078, 0.739573
0.385931, -1.03389, 0.742088
0.383047, -1.02219, 0.699587
0.380205, -1.00431, 0.63693
0.377405, -0.990173, 0.655762
