-0.02, -0.963684, -0.960122, -0.956206, -0.951648, -0.948681, -0.943909, -0.938437, -0.932649, -0.928141, -0.921247, -0.914544, -0.906969, -0.897842, -0.889945, -0.880026, -0.869745, -0.852894, -0.842751, -0.827205, -0.800358, -0.774562, -0.765513, -0.710353, -0.68302, -0.66339, -0.631632, -0.58886, -0.535455, -0.447568, -0.437355, -0.393754, -0.358524, -0.303399, -0.265134, -0.25836, -0.241867, -0.205767, -0.178789, -0.168136, -0.155613, -0.17187
0, 0.961441, 0.957889, 0.953138, 0.949581, 0.944624, 0.940484, 0.932896, 0.927578, 0.921847, 0.913405, 0.908253, 0.898682, 0.888115, 0.879377, 0.857593, 0.852403, 0.836645, 0.800832, 0.764361, 0.499015, 0.705935, -0.648685, -0.499902, 0.0391973, 0.142824, 0.00651244, 0.0534204, -0.127621, -0.0894923, 0.00503433, 0.0152476, 0.0351301, 0.0243057, 0.00751472, -0.0327602, -0.00449471, 0.000259549, -0.0250985, 0.0247146, -0.030773, -0.00586942
0.02, 0.963058, 0.959934, 0.956846, 0.952104, 0.947797, 0.943269, 0.938951, 0.933651, 0.92805, 0.920906, 0.912307, 0.908524, 0.898037, 0.889206, 0.880074, 0.867299, 0.855784, 0.840429, 0.824644, 0.804984, 0.788235, 0.768912, 0.736117, 0.69501, 0.676269, 0.61703, 0.593994, 0.530552, 0.508023, 0.477473, 0.41784, 0.351326, 0.304223, 0.290478, 0.255612, 0.237678, 0.222155, 0.175413, 0.187924, 0.151894, 0.162108
0.04, 0.964991, 0.96237, 0.958868, 0.955061, 0.950731, 0.94602, 0.941427, 0.93717, 0.932709, 0.926155, 0.91944, 0.912989, 0.90618, 0.898363, 0.888803, 0.87825, 0.870918, 0.857808, 0.844233, 0.831536, 0.820038, 0.798321, 0.772744, 0.764876, 0.740377, 0.712337, 0.679526, 0.658302, 0.624135, 0.600853, 0.570473, 0.510299, 0.493163, 0.456646, 0.437589, 0.393675, 0.376308, 0.344077, 0.301269, 0.281451, 0.279594
0.06, 0.966271, 0.963506, 0.960424, 0.957561, 0.952958, 0.948798, 0.944609, 0.94068, 0.936259, 0.929664, 0.923348, 0.918774, 0.912314, 0.90525, 0.897531, 0.890171, 0.878505, 0.867041, 0.860536, 0.847335, 0.835787, 0.823287, 0.806354, 0.792871, 0.772428, 0.757478, 0.746566, 0.707059, 0.697047, 0.664746, 0.637498, 0.61726, 0.589591, 0.554891, 0.533702, 0.501493, 0.477332, 0.446264, 0.438675, 0.406692, 0.376887
0.08, 0.967878, 0.964814, 0.961934, 0.958749, 0.955352, 0.95125, 0.947654, 0.943726, 0.938577, 0.934258, 0.92817, 0.92249, 0.916705, 0.911098, 0.904263, 0.896292, 0.886744, 0.880327, 0.870315, 0.857027, 0.850541, 0.83476, 0.829039, 0.808473, 0.797483, 0.78308, 0.76573, 0.745485, 0.724637, 0.708989, 0.698586, 0.669165, 0.644354, 0.618338, 0.593979, 0.583662, 0.552608, 0.523016, 0.497651, 0.490318, 0.457704
0.1, 0.969119, 0.96656, 0.963676, 0.960472, 0.956823, 0.95406, 0.95022, 0.945999, 0.941007, 0.936477, 0.93312, 0.927479, 0.922118, 0.914847, 0.909325, 0.90364, 0.896125, 0.888331, 0.878071, 0.869968, 0.862156, 0.852318, 0.84176, 0.8293, 0.81766, 0.803306, 0.789489, 0.77351, 0.758291, 0.742247, 0.720562, 0.701298, 0.687612, 0.665856, 0.64673, 0.624755, 0.610722, 0.579155, 0.557795, 0.541772, 0.521955
0.12, 0.970419, 0.967794, 0.965504, 0.962109, 0.959108, 0.955751, 0.952013, 0.948576, 0.944001, 0.939928, 0.935033, 0.930498, 0.92593, 0.920736, 0.914856, 0.907903, 0.900667, 0.893306, 0.888104, 0.878913, 0.871029, 0.860581, 0.853767, 0.84012, 0.830204, 0.819847, 0.80674, 0.792848, 0.782165, 0.765113, 0.752156, 0.735895, 0.715821, 0.697552, 0.684415, 0.665928, 0.643801, 0.625644, 0.613783, 0.586293, 0.565722
0.14, 0.971543, 0.968684, 0.966191, 0.963445, 0.96071, 0.957607, 0.953891, 0.950804, 0.946275, 0.942559, 0.938271, 0.933798, 0.928598, 0.924498, 0.919133, 0.912802, 0.906976, 0.899755, 0.893269, 0.885718, 0.878392, 0.868366, 0.859923, 0.851515, 0.840394, 0.831977, 0.81785, 0.808996, 0.796996, 0.783417, 0.773649, 0.758741, 0.738098, 0.724131, 0.71348, 0.690762, 0.681135, 0.661753, 0.64585, 0.62856, 0.61526
0.16, 0.972589, 0.970179, 0.967578, 0.964945, 0.96189, 0.959255, 0.95647, 0.951906, 0.949246, 0.945373, 0.940778, 0.936655, 0.932338, 0.92804, 0.921569, 0.916895, 0.911389, 0.904992, 0.898416, 0.892087, 0.884809, 0.877452, 0.867642, 0.861334, 0.850462, 0.84024, 0.831057, 0.821131, 0.809196, 0.798523, 0.789782, 0.774039, 0.759976, 0.749741, 0.732626, 0.718464, 0.705629, 0.690007, 0.672244, 0.657628, 0.641003
0.18, 0.973566, 0.971301, 0.9689, 0.96645, 0.963818, 0.961239, 0.957876, 0.954752, 0.950888, 0.94779, 0.943311, 0.939709, 0.934798, 0.930705, 0.925869, 0.920114, 0.914858, 0.909412, 0.904243, 0.897248, 0.890141, 0.883301, 0.877277, 0.86908, 0.860103, 0.850344, 0.842746, 0.833189, 0.822793, 0.811434, 0.801852, 0.789523, 0.774328, 0.765469, 0.749203, 0.733828, 0.728096, 0.709897, 0.701149, 0.683307, 0.666592
