NaN, 0.565232, 0.557546, 0.550065, 0.542783, 0.535691, 0.528783, 0.52205, 0.515486, 0.509085, 0.502842, 0.496749, 0.490803, 0.484997, 0.479327, 0.473788, 0.468376, 0.463085, 0.457913, 0.452856, 0.447908, 0.443068, 0.438331, 0.433694, 0.429155, 0.424709, 0.420355, 0.416089, 0.411909, 0.407812, 0.403795, 0.399857, 0.395995, 0.392207, 0.388491, 0.384844, 0.381266, 0.377753, 0.374304, 0.370918, 0.367592, 0.364326
-0.2, -0.973527, -0.971487, -0.969274, -0.966823, -0.964205, -0.961784, -0.958252, -0.955591, -0.95176, -0.949324, -0.945807, -0.941466, -0.937723, -0.933919, -0.928721, -0.922738, -0.919485, -0.91302, -0.907997, -0.901347, -0.895148, -0.888846, -0.881104, -0.874437, -0.867353, -0.859628, -0.850963, -0.841017, -0.83166, -0.823216, -0.813259, -0.800901, -0.791237, -0.780523, -0.768467, -0.756883, -0.744737, -0.732524, -0.715741, -0.703787, -0.687737
-0.18, -0.972597, -0.970413, -0.968124, -0.965731, -0.963462, -0.959865, -0.957537, -0.954023, -0.95095, -0.947381, -0.943206, -0.938701, -0.935392, -0.930551, -0.926113, -0.921312, -0.91485, -0.910264, -0.903433, -0.896417, -0.891766, -0.883325, -0.876351, -0.868274, -0.860237, -0.850923, -0.841504, -0.830453, -0.822778, -0.812138, -0.803248, -0.787569, -0.778964, -0.765658, -0.750775, -0.738548, -0.72681, -0.710662, -0.695419, -0.683668, -0.66949
-0.16, -0.971866, -0.969918, -0.967386, -0.96423, -0.961754, -0.958567, -0.955525, -0.952332, -0.948063, -0.944597, -0.941005, -0.936751, -0.932226, -0.927283, -0.921489, -0.916847, -0.911486, -0.904903, -0.898671, -0.890666, -0.884805, -0.876002, -0.868062, -0.860173, -0.850642, -0.842756, -0.834498, -0.822542, -0.808285, -0.800406, -0.785861, -0.772175, -0.7629, -0.746259, -0.732978, -0.720891, -0.70603, -0.690684, -0.672469, -0.65691, -0.642482
-0.14, -0.970415, -0.968108, -0.965563, -0.963259, -0.959984, -0.957465, -0.953764, -0.950044, -0.946716, -0.94258, -0.938738, -0.933656, -0.92864, -0.923383, -0.917795, -0.912928, -0.90656, -0.899265, -0.89254, -0.886147, -0.877169, -0.869594, -0.859629, -0.850227, -0.842119, -0.831687, -0.818052, -0.808029, -0.797418, -0.784856, -0.769825, -0.75959, -0.741444, -0.726209, -0.709966, -0.690558, -0.677535, -0.662317, -0.644879, -0.623643, -0.612184
-0.12, -0.969293, -0.966809, -0.964266, -0.961529, -0.95789, -0.954777, -0.952215, -0.947805, -0.944226, -0.939512, -0.935484, -0.930631, -0.925302, -0.919795, -0.91332, -0.907286, -0.901527, -0.894918, -0.887145, -0.87912, -0.870845, -0.8616, -0.849889, -0.841441, -0.828911, -0.818663, -0.807428, -0.7922, -0.780138, -0.765688, -0.752727, -0.730837, -0.71704, -0.702378, -0.681915, -0.665472, -0.644458, -0.629653, -0.605712, -0.594624, -0.576278
-0.1, -0.968234, -0.966224, -0.962916, -0.959722, -0.956698, -0.953319, -0.949993, -0.945195, -0.941288, -0.937381, -0.932177, -0.92693, -0.921138, -0.915026, -0.909442, -0.902782, -0.894443, -0.886511, -0.878589, -0.871178, -0.8589, -0.849437, -0.838791, -0.829492, -0.817519, -0.804189, -0.788553, -0.771627, -0.756552, -0.737992, -0.721419, -0.706536, -0.693638, -0.665217, -0.650171, -0.626185, -0.608582, -0.584647, -0.561849, -0.538103, -0.519966
-0.08, -0.967367, -0.964025, -0.961838, -0.95871, -0.955207, -0.951034, -0.946932, -0.942949, -0.937787, -0.932914, -0.929001, -0.922973, -0.916498, -0.910499, -0.903073, -0.8969, -0.887182, -0.878488, -0.869838, -0.859788, -0.847943, -0.839767, -0.821955, -0.811898, -0.796287, -0.783813, -0.766372, -0.753415, -0.729994, -0.703445, -0.692727, -0.65906, -0.640939, -0.630877, -0.598865, -0.576304, -0.546668, -0.531038, -0.517333, -0.480849, -0.456345
-0.06, -0.965424, -0.962748, -0.960033, -0.956531, -0.952598, -0.948468, -0.944894, -0.939549, -0.93596, -0.929789, -0.924096, -0.917833, -0.911375, -0.902549, -0.895603, -0.888902, -0.880887, -0.870013, -0.858576, -0.846886, -0.834651, -0.824723, -0.803577, -0.781075, -0.765663, -0.744572, -0.738229, -0.718818, -0.685651, -0.665547, -0.631108, -0.603783, -0.585776, -0.548326, -0.539383, -0.505144, -0.470166, -0.453986, -0.41401, -0.41002, -0.385804
-0.04, -0.963856, -0.96158, -0.957842, -0.953949, -0.950668, -0.946748, -0.94194, -0.936717, -0.931231, -0.92732, -0.919564, -0.912758, -0.906218, -0.897903, -0.887683, -0.879887, -0.869529, -0.860039, -0.842537, -0.830021, -0.815093, -0.796155, -0.778034, -0.756148, -0.73189, -0.709646, -0.680383, -0.644203, -0.625337, -0.556574, -0.537928, -0.50392, -0.480704, -0.45715, -0.406472, -0.40065, -0.383263, -0.354073, -0.31616, -0.288613, -0.284423
