-0.02, -0.962551, -0.959309, -0.955752, -0.952154, -0.948316, -0.943029, -0.93812, -0.933777, -0.927988, -0.918531, -0.913273, -0.907113, -0.898483, -0.888218, -0.881543, -0.862208, -0.854973, -0.823837, -0.824249, -0.813033, -0.68515, -0.661252, -0.640852, -0.5926, -0.624004, -0.566891, -0.549489, -0.474122, -0.467809, -0.43827, -0.371122, -0.324367, -0.280414, -0.256666, -0.218155, -0.249071, -0.197578, -0.18161, -0.16703, -0.168524, -0.166096
0, -0.960167, -0.957293, -0.953265, -0.949798, -0.945246, -0.939414, -0.935433, -0.928849, -0.9186, -0.91405, -0.908105, -0.894964, -0.887149, 0.223643, 0.866619, -0.167572, 0.270309, 0.241421, -0.336521, 0.186481, 0.17132, -0.0333391, -0.182196, -0.0109312, 0.0842043, -0.0406783, -0.0405526, -0.0804289, -0.0233255, 0.0128905, -0.00530239, 0.00848533, 0.00574696, -0.000936362, 0.00451979, -0.0590313, -0.0125967, 0.0380996, 0.00623129, 0.0125286, 0.00693193
0.02, 0.962573, 0.959364, 0.955311, 0.951718, 0.947934, 0.943727, 0.93819, 0.933214, 0.92701, 0.921401, 0.912374, 0.905734, 0.897612, 0.888377, 0.882165, 0.869117, 0.848461, 0.838348, 0.824578, 0.806905, 0.737382, 0.721386, 0.677645, 0.637219, 0.608185, 0.521485, 0.542797, 0.438747, 0.431037, 0.371117, 0.338172, 0.326366, 0.290213, 0.274308, 0.224876, 0.209709, 0.195415, 0.187267, 0.17441, 0.161445, 0.150157
0.04, 0.963894, 0.961115, 0.957411, 0.954327, 0.950317, 0.946183, 0.942088, 0.937158, 0.932292, 0.925748, 0.918064, 0.913549, 0.904862, 0.898306, 0.889247, 0.881257, 0.868425, 0.856114, 0.842966, 0.823917, 0.811457, 0.800046, 0.776347, 0.753412, 0.720048, 0.691435, 0.672474, 0.647408, 0.619463, 0.577582, 0.554951, 0.523871, 0.495937, 0.452215, 0.409022, 0.378969, 0.364965, 0.345293, 0.309712, 0.297177, 0.280971
0.06, 0.965691, 0.962503, 0.959802, 0.95563, 0.952365, 0.949192, 0.945499, 0.940333, 0.935671, 0.930224, 0.924807, 0.917627, 0.910949, 0.903809, 0.896184, 0.888091, 0.879161, 0.869788, 0.859043, 0.846976, 0.834117, 0.82289, 0.807063, 0.784935, 0.765847, 0.74421, 0.727433, 0.71699, 0.689968, 0.654394, 0.64041, 0.608632, 0.580361, 0.541323, 0.528441, 0.508752, 0.457892, 0.445751, 0.422621, 0.4077, 0.378595
0.08, 0.966951, 0.964585, 0.961511, 0.957938, 0.9547, 0.951272, 0.946587, 0.943222, 0.938594, 0.933908, 0.9286, 0.92289, 0.917863, 0.910852, 0.903728, 0.896301, 0.888721, 0.878188, 0.870345, 0.860852, 0.853251, 0.838317, 0.825828, 0.812642, 0.800855, 0.787542, 0.763082, 0.747404, 0.733742, 0.708334, 0.684177, 0.657117, 0.642867, 0.62389, 0.606253, 0.581112, 0.551381, 0.523374, 0.501217, 0.48357, 0.472853
0.1, 0.968427, 0.96545, 0.962595, 0.960282, 0.956391, 0.952936, 0.949468, 0.946255, 0.941276, 0.936795, 0.931835, 0.927515, 0.92077, 0.915761, 0.90945, 0.904072, 0.895792, 0.887105, 0.879875, 0.869088, 0.858712, 0.850376, 0.840835, 0.82843, 0.815504, 0.801692, 0.789118, 0.773386, 0.756201, 0.737751, 0.723772, 0.705052, 0.689938, 0.675706, 0.640199, 0.619175, 0.60531, 0.584709, 0.567427, 0.539102, 0.518594
0.12, 0.969326, 0.967353, 0.964625, 0.96125, 0.958377, 0.954848, 0.951882, 0.947903, 0.944284, 0.940627, 0.935223, 0.930549, 0.924655, 0.919459, 0.913361, 0.907314, 0.901156, 0.893634, 0.887114, 0.878825, 0.871208, 0.86091, 0.851008, 0.840483, 0.829348, 0.818585, 0.803901, 0.794778, 0.778842, 0.766564, 0.749635, 0.73503, 0.725197, 0.702339, 0.677389, 0.665205, 0.64849, 0.625043, 0.612916, 0.590683, 0.570674
0.14, 0.970212, 0.967815, 0.965392, 0.96308, 0.960337, 0.957792, 0.953586, 0.949947, 0.9467, 0.942074, 0.938188, 0.933809, 0.92923, 0.924186, 0.918508, 0.911978, 0.905706, 0.900347, 0.893025, 0.886434, 0.876093, 0.869582, 0.860345, 0.85173, 0.841981, 0.831456, 0.821576, 0.809739, 0.79509, 0.783914, 0.770045, 0.75767, 0.739922, 0.725385, 0.707419, 0.693165, 0.67754, 0.662038, 0.641793, 0.628428, 0.606713
0.16, 0.971697, 0.969253, 0.966944, 0.964454, 0.961839, 0.958652, 0.95552, 0.952549, 0.94866, 0.944933, 0.941464, 0.937342, 0.931786, 0.926998, 0.921901, 0.91724, 0.911521, 0.904915, 0.898599, 0.891775, 0.885627, 0.878847, 0.870877, 0.861356, 0.851734, 0.841919, 0.83116, 0.820006, 0.809407, 0.797654, 0.785407, 0.773311, 0.7615, 0.750667, 0.733742, 0.720087, 0.704687, 0.685365, 0.67263, 0.655355, 0.639679
0.18, 0.972519, 0.970087, 0.968268, 0.965656, 0.962556, 0.960491, 0.957506, 0.954142, 0.950518, 0.947457, 0.943474, 0.939645, 0.935241, 0.930465, 0.925335, 0.920047, 0.913772, 0.909727, 0.904311, 0.897606, 0.889566, 0.883106, 0.876607, 0.868734, 0.860493, 0.852808, 0.842179, 0.832596, 0.824003, 0.813679, 0.801239, 0.787749, 0.777234, 0.765859, 0.754506, 0.738486, 0.723594, 0.709653, 0.697905, 0.682779, 0.669303
