0.534992, -1.82424, 0.515553
0.529465, -1.81616, 0.551535
0.524051, -1.80182, 0.561268
0.518747, -1.78961, 0.620685
0.513549, -1.78057, 0.630189
0.508454, -1.76923, 0.636696
0.503459, -1.75412, 0.701584
0.498561, -1.73885, 0.726114
0.493758, -1.72805, 0.752927
0.489047, -1.70866, 0.84767
0.484424, -1.6927, 0.854634
0.479888, -1.67513, 0.930643
0.475436, -1.65516, 0.977713
0.471066, -1.63953, 0.982223
0.466776, -1.61899, 1.09002
0.462563, -1.59605, 1.1518
0.458425, -1.57388, 1.18542
0.454361, -1.55345, 1.23213
0.450368, -1.51623, 1.4437
0.446445, -1.49472, 1.40467
0.44259, -1.46813, 1.4389
0.4388, -1.45508, 1.41814
0.435075, -1.40705, 1.56106
0.431413, -1.38671, 1.53343
0.427812, -1.35569, 1.53516
0.42427, -1.32312, 1.48215
0.420786, -1.29526, 1.48508
0.41736, -1.26667, 1.4137
0.413988, -1.23201, 1.39835
0.410671, -1.20698, 1.30516
0.407406, -1.19017, 1.21954
0.404193, -1.15154, 1.10302
0.401031, -1.13695, 1.07536
0.397917, -1.11609, 1.00957
0.394851, -1.09794, 0.964342
0.391832, -1.08119, 0.891327
0.388859, -1.06567, 0.873083
0.385931, -1.05568, 0.837712
0.383047, -1.03282, 0.776434
0.380205, -1.01312, 0.729666
0.377405, -0.998187, 0.686149
