0.440687, 1, 0.724897, 0.626735, 0.57993, 0.553238, 0.53667
0.438331, 1, 0.716849, 0.61483, 0.565765, 0.537393, 0.51974
0.436, 1, 0.711538, 0.607238, 0.557455, 0.529276, 0.511671
0.433694, 1, 0.697525, 0.585293, 0.53025, 0.498295, 0.478704
0.431413, 1, 0.691909, 0.577347, 0.521535, 0.489389, 0.469487
0.429155, 1, 0.685691, 0.568206, 0.510317, 0.476926, 0.456127
0.426921, 1, 0.671443, 0.545977, 0.483192, 0.446348, 0.423313
0.424709, 1, 0.664151, 0.534269, 0.468301, 0.429279, 0.404875
0.422521, 1, 0.651326, 0.514702, 0.445011, 0.403621, 0.376902
0.420355, 1, 0.642042, 0.499571, 0.425519, 0.381, 0.352817
0.418211, 1, 0.627534, 0.476676, 0.397711, 0.349949, 0.319494
0.416089, 1, 0.622939, 0.470947, 0.39176, 0.344161, 0.313844
0.413988, 1, 0.619807, 0.466555, 0.387366, 0.339577, 0.309294
0.411909, 1, 0.604388, 0.442374, 0.357038, 0.304547, 0.270815
0.40985, 1, 0.601554, 0.438365, 0.352303, 0.30001, 0.26603
0.407812, 1, 0.591477, 0.423624, 0.33565, 0.282125, 0.247571
0.405794, 1, 0.585718, 0.415496, 0.32614, 0.271815, 0.236949
0.403795, 1, 0.578648, 0.405737, 0.315541, 0.261958, 0.228345
0.401817, 1, 0.570415, 0.393103, 0.299904, 0.243474, 0.207821
0.399857, 1, 0.56623, 0.387947, 0.295131, 0.239869, 0.205686
0.397917, 1, 0.561028, 0.379994, 0.285284, 0.228195, 0.191677
0.395995, 1, 0.55154, 0.366219, 0.269829, 0.212318, 0.175801
0.394092, 1, 0.547436, 0.361635, 0.265361, 0.208919, 0.173416
0.392207, 1, 0.54417, 0.357617, 0.261365, 0.204663, 0.169827
0.39034, 1, 0.538552, 0.349821, 0.253338, 0.196542, 0.161493
0.388491, 1, 0.529359, 0.33659, 0.23859, 0.181371, 0.146214
0.386659, 1, 0.525759, 0.33167, 0.232105, 0.174198, 0.138493
0.384844, 1, 0.520007, 0.32415, 0.224441, 0.166254, 0.130568
0.383047, 1, 0.515634, 0.318559, 0.218342, 0.159311, 0.121956
0.381266, 1, 0.512525, 0.314239, 0.214303, 0.156245, 0.120819
0.379501, 1, 0.506425, 0.305802, 0.204434, 0.146001, 0.109982
0.377753, 1, 0.502462, 0.301748, 0.201259, 0.144395, 0.110084
0.376021, 1, 0.496804, 0.292988, 0.190119, 0.131423, 0.0959268
0.374304, 1, 0.493926, 0.290341, 0.189205, 0.132337, 0.0986941
0.372603, 1, 0.49093, 0.287556, 0.187489, 0.13161, 0.0987253
0.370918, 1, 0.484294, 0.277578, 0.175471, 0.117929, 0.0838975
0.369248, 1, 0.480668, 0.273396, 0.171933, 0.116168, 0.0836909
0.367592, 1, 0.475651, 0.266777, 0.165282, 0.10887, 0.0763361
0.365952, 1, 0.47352, 0.26514, 0.163747, 0.108134, 0.0756491
0.364326, 1, 0.471213, 0.262885, 0.162293, 0.10666, 0.0744743
0.362714, 1, 0.466644, 0.256769, 0.156009, 0.100857, 0.0688204
